date,time,currency,impact,index_name,actual, actual_stu,forecast,previous
 ,7:00pm,EUR,medium,Industrial Production m/m,1.0%,1,0.6%,-0.3%
 ,9:45pm,EUR,high,Main Refinancing Rate,1.00%,0,1.00%,1.00%
 ,10:30pm,EUR,high,ECB Press Conference,,0,,
 ,,USD,high,Core Retail Sales m/m,-0.2%,-1,0.3%,1.9%
 ,,USD,high,Retail Sales m/m,-0.3%,-1,0.4%,1.8%
 ,,USD,high,Unemployment Claims,444K,-1,438K,433K
 ,,USD,medium,Import Prices m/m,0.0%,0,-0.1%,1.6%
 FriJan 15 ,12:00am,USD,medium,Business Inventories m/m,0.4%,-1,0.1%,0.4%
 ,12:30am,USD,low,Natural Gas Storage,-266B,0,-255B,-153B
 ,3:00am,USD,low,30-y Bond Auction,4.64|2.7,0,,4.52|2.4
 ,11:29am,CNY,low,Foreign Direct Investment ytd/y,-2.6%,0,,-9.9%
 ,4:00pm,EUR,low,German WPI m/m,0.2%,-1,0.5%,0.7%
 ,5:09pm,CNY,medium,New Loans,380B,0,,295B
 ,,CNY,low,M2 Money Supply y/y,27.7%,-1,28.3%,29.7%
 ,5:15pm,CHF,medium,PPI m/m,0.1%,-1,0.2%,0.0%
 ,7:00pm,EUR,medium,Final CPI y/y,0.9%,0,0.9%,0.9%
 ,,EUR,medium,Final Core CPI y/y,1.1%,1,1.0%,1.0%
 ,,EUR,low,Trade Balance,3.9B,-1,5.4B,4.7B
 ,,GBP,low,CB Leading Index m/m,0.9%,0,,1.1%
 ,10:30pm,CAD,low,New Motor Vehicle Sales m/m,-6.0%,1,-6.3%,3.4%
 ,,USD,high,Core CPI m/m,0.1%,0,0.1%,0.0%
 ,,USD,medium,CPI m/m,0.1%,-1,0.2%,0.4%
 ,,USD,medium,Empire State Manufacturing Index,15.9,1,11.2,2.6
 ,11:15pm,USD,medium,Capacity Utilization Rate,72.0%,0,71.9%,71.5%
 ,,USD,medium,Industrial Production m/m,0.6%,-1,0.7%,0.6%
 ,11:55pm,USD,high,Prelim UoM Consumer Sentiment,72.8,-1,73.8,72.5
 ,,USD,low,Prelim UoM Inflation Expectations,2.8%,0,,2.5%
 MonJan 18 ,6:00am,NZD,medium,REINZ HPI m/m,-0.9%,0,,0.2%
 ,8:30am,AUD,low,MI Inflation Gauge m/m,0.3%,0,,0.3%
 ,9:01am,GBP,medium,Rightmove HPI m/m,0.4%,0,,-2.2%
 ,9:30am,JPY,medium,BOJ Gov Shirakawa Speaks,,0,,
 ,1:30pm,JPY,low,Revised Industrial Production m/m,2.2%,-1,2.6%,2.6%
 ,6:00pm,EUR,low,Italian Trade Balance,-0.79B,0,-0.73B,-0.73B
 ,All Day,EUR,medium,Eurogroup Meetings,,0,,
 ,8:00pm,EUR,low,German Buba Monthly Report,,0,,
 ,All Day,USD,holiday,Bank Holiday,,0,,
 ,10:30pm,CAD,medium,Foreign Securities Purchases,10.54B,1,5.23B,5.95B
 TueJan 19 ,2:00pm,JPY,low,Consumer Confidence,37.6,-1,40.3,39.5
 ,All Day,EUR,medium,ECOFIN Meetings,,0,,
 ,6:30pm,GBP,high,CPI y/y,2.9%,1,2.6%,1.9%
 ,,GBP,medium,Core CPI y/y,2.8%,1,2.3%,1.9%
 ,,GBP,low,RPI y/y,2.4%,1,2.1%,0.3%
 ,7:00pm,EUR,high,German ZEW Economic Sentiment,47.2,-1,49.8,50.4
 ,,EUR,medium,ZEW Economic Sentiment,46.4,-1,48.2,48.0
 ,10:30pm,CAD,medium,Leading Index m/m,1.5%,1,1.1%,1.3%
 ,11:00pm,CAD,high,BOC Rate Statement,,0,,
 ,,CAD,high,Overnight Rate,0.25%,0,0.25%,0.25%
 ,,USD,high,TIC Long-Term Purchases,126.8B,1,30.3B,19.3B
 WedJan 20 ,3:00am,USD,low,NAHB Housing Market Index,15,-1,17,16
 ,4:00am,GBP,high,BOE Gov King Speaks,,0,,
 ,6:45am,NZD,high,CPI q/q,-0.2%,-1,0.0%,1.3%
 ,,NZD,low,FPI m/m,-0.3%,0,,-0.3%
 ,8:30am,AUD,medium,Westpac Consumer Sentiment,5.6%,0,,-3.8%
 ,8:50am,JPY,medium,Tertiary Industry Activity m/m,-0.2%,0,-0.1%,0.4%
 ,4:00pm,EUR,medium,German PPI m/m,-0.1%,-1,0.2%,0.1%
 ,6:30pm,GBP,high,Claimant Count Change,-15.2K,1,-3.3K,-10.8K
 ,,GBP,high,MPC Asset Purchase Facility Votes,0-0-9,0,0-0-9,0-0-9
 ,,GBP,high,MPC Official Bank Rate Votes,0-0-9,0,0-0-9,0-0-9
 ,,GBP,medium,Average Earnings Index 3m/y,0.7%,-1,1.6%,1.5%
 ,,GBP,low,Unemployment Rate,7.8%,1,8.0%,7.9%
 ,9:00pm,CAD,high,Core CPI m/m,-0.3%,-1,-0.2%,0.4%
 ,,CAD,medium,CPI m/m,-0.3%,-1,-0.1%,0.5%
 ,10:30pm,CAD,medium,Manufacturing Sales m/m,0.1%,-1,1.6%,2.1%
 ,,USD,high,Building Permits,0.65M,1,0.59M,0.59M
 ,,USD,high,PPI m/m,0.2%,1,0.1%,1.8%
 ,,USD,medium,Core PPI m/m,0.0%,-1,0.1%,0.5%
 ,,USD,medium,Housing Starts,0.56M,0,0.58M,0.58M
 ,,USD,low,FOMC Member Dudley Speaks,,0,,
 ThuJan 21 ,12:30am,GBP,medium,MPC Member Posen Speaks,,0,,
 ,6:34am,NZD,low,Business NZ Manufacturing Index,52.9,0,,51.9
 ,6:45am,NZD,high,Core Retail Sales m/m,0.8%,1,0.3%,0.5%
 ,,NZD,medium,Retail Sales m/m,0.8%,1,0.6%,0.1%
 ,9:00am,AUD,medium,MI Inflation Expectations,3.5%,0,,3.6%
 ,9:30am,AUD,medium,New Motor Vehicle Sales m/m,3.3%,0,,5.9%
 ,11:00am,CNY,high,GDP q/y,10.7%,0,10.7%,9.1%
 ,,CNY,high,Industrial Production y/y,18.5%,-1,19.8%,19.2%
 ,,CNY,medium,CPI y/y,1.9%,1,1.5%,0.6%
 ,,CNY,medium,Fixed Asset Investment ytd/y,30.5%,-1,31.5%,32.1%
 ,,CNY,medium,NBS Press Conference,,0,,
 ,,CNY,medium,PPI y/y,1.7%,1,0.7%,-2.1%
 ,,CNY,low,Retail Sales y/y,17.5%,1,16.4%,15.8%
 ,5:00pm,EUR,medium,French Flash Manufacturing PMI,54.7,0,55.0,54.7
 ,,EUR,medium,French Flash Services PMI,57.0,-1,59.2,58.7
 ,5:30pm,EUR,medium,German Flash Manufacturing PMI,53.4,1,53.0,52.7
 ,,EUR,medium,German Flash Services PMI,51.2,-1,53.1,52.7
 ,6:00pm,EUR,medium,ECB Monthly Bulletin,,0,,
 ,,EUR,medium,Flash Manufacturing PMI,52.0,0,52.0,51.6
 ,,EUR,medium,Flash Services PMI,52.3,-1,54.1,53.6
 ,6:30pm,GBP,medium,Prelim Mortgage Approvals,62K,-1,65K,63K
 ,,GBP,medium,Public Sector Net Borrowing,15.7B,1,18.6B,18.7B
 ,,GBP,low,M4 Money Supply m/m,-1.1%,-1,1.0%,0.1%
 ,7:00pm,CHF,medium,Credit Suisse Economic Expectations,56.2,0,,54.0
 ,,EUR,medium,German Buba President Weber Speaks,,0,,
 ,7:41pm,GBP,medium,10-y Bond Auction,4.09|2.4,0,,3.79|1.8
 ,8:00pm,GBP,medium,CBI Industrial Order Expectations,-39,0,-39,-42
 ,9:00pm,EUR,medium,ECB President Trichet Speaks,,0,,
 ,10:30pm,CAD,medium,Wholesale Sales m/m,2.5%,1,0.4%,0.5%
 ,,USD,high,Unemployment Claims,482K,-1,441K,446K
 FriJan 22 ,12:00am,EUR,low,Consumer Confidence,-16,-1,-15,-16
 ,,USD,high,Philly Fed Manufacturing Index,15.2,-1,18.1,20.4
 ,,USD,low,CB Leading Index m/m,1.1%,1,0.7%,1.0%
 ,12:30am,CAD,high,BOC Monetary Policy Report,,0,,
 ,,USD,low,Natural Gas Storage,-245B,0,-214B,-266B
 ,1:00am,USD,medium,Crude Oil Inventories,-0.4M,0,2.2M,3.7M
 ,1:14am,USD,high,President Obama Speaks,,0,,
 ,1:15am,CAD,high,BOC Press Conference,,0,,
 ,3:30am,GBP,medium,MPC Member Tucker Speaks,,0,,
 ,9:30am,AUD,medium,Import Prices q/q,-4.3%,-1,-1.8%,-3.0%
 ,1:30pm,JPY,low,All Industries Activity m/m,0.1%,0,0.1%,1.1%
 ,4:10pm,JPY,medium,BOJ Gov Shirakawa Speaks,,0,,
 ,6:30pm,GBP,high,Retail Sales m/m,0.3%,-1,1.3%,-0.3%
 ,7:00pm,EUR,medium,Industrial New Orders m/m,1.6%,1,0.6%,-1.9%
 ,10:30pm,CAD,high,Core Retail Sales m/m,0.0%,-1,0.3%,0.3%
 ,,CAD,medium,Retail Sales m/m,-0.3%,0,-0.3%,1.0%
 ,11:00pm,EUR,medium,Belgian NBB Business Climate,-7.0,0,-7.0,-7.9
 MonJan 25 ,9:30am,AUD,high,PPI q/q,-0.4%,-1,0.1%,0.1%
 ,4:00pm,EUR,medium,German GfK Consumer Climate,3.2,0,3.2,3.4
 TueJan 26 ,12:00am,USD,high,Existing Home Sales,5.45M,-1,5.95M,6.54M
 ,All Day,AUD,holiday,Bank Holiday,,0,,
 ,8:50am,JPY,low,SPPI y/y,-1.5%,-1,-1.4%,-2.2%
 ,11:00am,NZD,low,Credit Card Spending y/y,1.8%,0,,1.5%
 ,12:26pm,JPY,medium,Monetary Policy Statement,,0,,
 ,,JPY,medium,Overnight Call Rate,0.10%,0,0.10%,0.10%
 ,4:00pm,CHF,medium,UBS Consumption Indicator,1.20,0,,1.26
 ,,EUR,low,German Import Prices m/m,0.5%,1,0.1%,0.4%
 ,4:19pm,JPY,high,BOJ Press Conference,,0,,
 ,4:45pm,EUR,medium,French Consumer Spending m/m,2.1%,1,0.7%,0.1%
 ,6:00pm,EUR,high,German Ifo Business Climate,95.8,1,95.2,94.6
 ,,EUR,medium,Current Account,0.1B,1,-3.1B,-4.6B
 ,,EUR,low,Italian Retail Sales m/m,0.0%,-1,0.1%,0.0%
 ,6:30pm,GBP,high,Prelim GDP q/q,0.1%,-1,0.4%,-0.2%
 ,,GBP,medium,High Street Lending,45.9K,0,46.0K,45.0K
 ,,GBP,low,Index of Services 3m/3m,0.1%,-1,0.4%,-0.2%
 ,6:45pm,GBP,high,BOE Gov King Speaks,,0,,
 ,11:00pm,USD,medium,S&P/CS Composite-20 HPI y/y,-5.3%,-1,-4.9%,-7.3%
 ,11:59pm,USD,low,Richmond Manufacturing Index,-2,-1,0,-4
 WedJan 27 ,12:00am,USD,high,CB Consumer Confidence,55.9,1,53.6,53.6
 ,,USD,low,HPI m/m,0.7%,1,0.5%,0.4%
 ,8:30am,AUD,medium,MI Leading Index m/m,1.0%,0,,0.5%
 ,8:50am,JPY,medium,Trade Balance,0.52T,-1,0.61T,0.52T
 ,9:30am,AUD,high,CPI q/q,0.5%,0,0.4%,1.0%
 ,,AUD,medium,Trimmed Mean CPI q/q,0.6%,0,0.6%,0.8%
 ,2:00pm,JPY,medium,BOJ Monthly Report,,0,,
 ,All Day,EUR,medium,German Prelim CPI m/m,-0.6%,-1,-0.2%,0.8%
 ,5:46pm,EUR,low,German 30-y Bond Auction,3.96|1.5,0,,3.84|1.6
 ,Day 1,All,medium,WEF Annual Meetings,,0,,
 ,6:30pm,GBP,medium,MPC Member Sentance Speaks,,0,,
 ,8:00pm,GBP,high,CBI Realized Sales,-8,-1,11,13
 ThuJan 28 ,12:00am,USD,high,New Home Sales,342K,-1,372K,370K
 ,,USD,medium,Treasury Sec Geithner Speaks,,0,,
 ,12:30am,USD,medium,Crude Oil Inventories,-3.9M,0,1.4M,-0.4M
 ,4:16am,USD,high,FOMC Statement,,0,,
 ,,USD,high,Federal Funds Rate,<0.25%,0,<0.25%,<0.25%
 ,5:00am,NZD,high,Official Cash Rate,2.50%,0,2.50%,2.50%
 ,,NZD,high,RBNZ Rate Statement,,0,,
 ,8:50am,JPY,medium,Retail Sales y/y,-0.3%,-1,0.3%,-1.1%
 ,11:00am,USD,medium,President Obama Speaks,,0,,
 ,5:55pm,EUR,medium,German Unemployment Change,6K,1,17K,-3K
 ,6:00pm,EUR,low,Retail PMI,46.5,0,,50.3
 ,Day 2,All,medium,WEF Annual Meetings,,0,,
 ,7:26pm,EUR,medium,Italian 10-y Bond Auction,4.08|1.3,0,,4.07|1.5
 ,10:30pm,EUR,medium,ECB President Trichet Speaks,,0,,
 ,,USD,high,Core Durable Goods Orders m/m,0.9%,1,0.4%,2.1%
 ,,USD,high,Unemployment Claims,470K,-1,451K,478K
 ,,USD,medium,Durable Goods Orders m/m,0.3%,-1,2.1%,-0.4%
 ,11:45pm,USD,medium,Treasury Sec Geithner Speaks,,0,,
 FriJan 29 ,12:30am,USD,low,Natural Gas Storage,-86B,0,-102B,-245B
 ,5:59am,USD,high,Fed Chairman Nomination Vote,Pass,0,Pass,
 ,6:45am,NZD,high,Building Consents m/m,-2.4%,0,,0.1%
 ,,NZD,medium,Trade Balance,2M,1,-115M,-276M
 ,8:00am,AUD,medium,CB Leading Index m/m,-0.3%,0,,-0.3%
 ,8:15am,JPY,low,Final Manufacturing PMI,52.5,0,,53.8
 ,8:30am,JPY,medium,Household Spending y/y,2.1%,1,1.6%,2.2%
 ,,JPY,medium,Tokyo Core CPI y/y,-2.0%,-1,-1.8%,-1.9%
 ,,JPY,low,National Core CPI y/y,-1.3%,0,-1.3%,-1.7%
 ,,JPY,low,Unemployment Rate,5.1%,1,5.3%,5.2%
 ,8:50am,JPY,medium,Monetary Policy Meeting Minutes,,0,,
 ,,JPY,medium,Monetary Policy Meeting Minutes,,0,,
 ,,JPY,medium,Prelim Industrial Production m/m,2.2%,-1,2.5%,2.2%
 ,9:01am,GBP,medium,GfK Consumer Confidence,-17,1,-18,-19
 ,9:30am,AUD,medium,Private Sector Credit m/m,0.3%,1,0.1%,0.1%
 ,12:30pm,JPY,medium,BOJ Gov Shirakawa Speaks,,0,,
 ,2:00pm,JPY,low,Housing Starts y/y,-15.7%,1,-18.8%,-19.1%
 ,4:00pm,GBP,high,Nationwide HPI m/m,1.2%,1,0.4%,0.5%
 ,5:00pm,EUR,medium,Spanish Unemployment Rate,18.8%,-1,18.6%,17.9%
 ,6:02pm,EUR,medium,M3 Money Supply y/y,-0.2%,1,-0.6%,-0.3%
 ,,EUR,low,Private Loans y/y,0.0%,1,-0.4%,-0.7%
 ,Day 3,All,medium,WEF Annual Meetings,,0,,
 ,7:00pm,EUR,medium,CPI Flash Estimate y/y,1.0%,-1,1.2%,0.9%
 ,,EUR,medium,Unemployment Rate,10.0%,1,10.1%,9.9%
 ,,EUR,low,Italian Monthly Unemployment Rate,8.5%,-1,8.4%,8.3%
 ,7:30pm,CHF,high,KOF Economic Barometer,1.77,0,1.72,1.73
 ,10:15pm,USD,medium,FOMC Member Kohn Speaks,,0,,
 ,10:30pm,CAD,high,GDP m/m,0.4%,1,0.3%,0.3%
 ,,CAD,medium,RMPI m/m,-1.7%,-1,1.4%,2.2%
 ,,CAD,low,IPPI m/m,-0.1%,-1,0.5%,0.9%
 ,,USD,high,Advance GDP q/q,5.7%,1,4.5%,2.2%
 ,,USD,medium,Advance GDP Price Index q/q,0.6%,-1,1.3%,0.4%
 ,,USD,medium,Employment Cost Index q/q,0.5%,1,0.4%,0.4%
 ,11:45pm,USD,medium,Chicago PMI,61.5,1,57.3,60.0
 ,11:55pm,USD,medium,Revised UoM Consumer Sentiment,74.4,1,73.1,72.8
 ,,USD,low,Revised UoM Inflation Expectations,2.8%,0,,2.8%
 SatJan 30 ,Day 4,All,medium,WEF Annual Meetings,,0,,
 SunJan 31 ,Day 5,All,medium,WEF Annual Meetings,,0,,
 MonFeb 1 ,7:30am,AUD,low,AIG Manufacturing Index,51.0,0,,48.5
 ,8:30am,AUD,low,MI Inflation Gauge m/m,0.8%,0,,0.3%
 ,9:26am,AUD,medium,HIA New Home Sales m/m,-4.6%,0,,0.3%
 ,9:30am,AUD,medium,ANZ Job Advertisements m/m,-8.1%,0,,4.6%
 ,,AUD,medium,HPI q/q,5.2%,1,3.7%,4.4%
 ,9:59am,CNY,high,Manufacturing PMI,55.8,-1,56.5,56.6
 ,11:02am,NZD,low,ANZ Commodity Prices m/m,0.4%,0,,2.6%
 ,11:30am,CNY,medium,Caixin Manufacturing PMI,57.4,0,,56.1
 ,2:35pm,AUD,medium,Commodity Prices y/y,-11.7%,0,,-15.7%
 ,5:15pm,EUR,medium,Spanish Manufacturing PMI,45.3,0,,45.2
 ,5:30pm,CHF,medium,Manufacturing PMI,56.0,1,55.4,54.6
 ,5:45pm,EUR,low,Italian Manufacturing PMI,51.7,1,51.2,50.8
 ,5:50pm,EUR,low,French Final Manufacturing PMI,55.4,1,54.7,54.7
 ,5:55pm,EUR,low,German Final Manufacturing PMI,53.7,0,53.4,53.4
 ,6:00pm,EUR,low,Final Manufacturing PMI,52.4,1,52.0,52.0
 ,6:30pm,GBP,high,Manufacturing PMI,56.7,1,54.1,54.6
 ,,GBP,medium,Net Lending to Individuals m/m,1.2B,0,1.2B,1.2B
 ,,GBP,low,Mortgage Approvals,59K,-1,62K,60K
 ,10:30pm,USD,medium,Core PCE Price Index m/m,0.1%,0,0.1%,0.0%
 ,,USD,medium,Personal Spending m/m,0.2%,-1,0.3%,0.7%
 ,,USD,low,Personal Income m/m,0.4%,0,0.4%,0.5%
 TueFeb 2 ,12:00am,USD,high,ISM Manufacturing PMI,58.4,1,55.5,55.9
 ,,USD,medium,Treasury Sec Geithner Speaks,,0,,
 ,,USD,low,Construction Spending m/m,-1.2%,-1,-0.4%,-1.2%
 ,,USD,low,ISM Manufacturing Prices,70.0,1,63.0,61.5
 ,4:00am,USD,low,Loan Officer Survey,,0,,
 ,6:45am,NZD,high,Labor Cost Index q/q,0.3%,-1,0.5%,0.4%
 ,8:50am,JPY,low,Monetary Base y/y,4.9%,0,4.9%,5.2%
 ,9:30am,AUD,medium,NAB Business Confidence,8,0,,19
 ,10:30am,JPY,medium,Average Cash Earnings y/y,-6.1%,-1,-2.6%,-2.4%
 ,12:30pm,AUD,high,Cash Rate,3.75%,-1,4.00%,3.75%
 ,,AUD,high,RBA Rate Statement,,0,,
 ,12:45pm,JPY,low,10-y Bond Auction,1.35|3.6,0,,1.34|2.6
 ,3:45pm,CHF,medium,SECO Consumer Climate,-7,1,-10,-14
 ,4:00pm,EUR,medium,German Retail Sales m/m,0.8%,0,0.9%,-1.7%
 ,5:00pm,EUR,medium,Spanish Unemployment Change,124.9K,0,,54.7K
 ,6:30pm,GBP,medium,Construction PMI,48.6,1,47.7,47.1
 ,7:00pm,EUR,low,PPI m/m,0.1%,1,0.0%,0.2%
 ,10:30pm,NZD,low,GDT Price Index,-2.5%,0,,-5.4%
 WedFeb 3 ,12:00am,USD,high,Pending Home Sales m/m,1.0%,1,0.4%,-16.4%
 ,,USD,medium,Treasury Sec Geithner Speaks,,0,,
 ,All Day,USD,low,Total Vehicle Sales,10.8M,-1,11.1M,11.3M
 ,7:30am,AUD,medium,AIG Services Index,47.4,0,,50.0
 ,9:01am,GBP,medium,Nationwide Consumer Confidence,73,1,70,70
 ,,GBP,low,BRC Shop Price Index y/y,2.3%,0,,2.2%
 ,9:30am,AUD,high,Trade Balance,-2.25B,1,-2.36B,-1.73B
 ,10:00am,CNY,low,Non-Manufacturing PMI,55.1,0,,57.5
 ,5:15pm,EUR,low,Spanish Services PMI,48.8,0,,45.0
 ,5:45pm,EUR,low,Italian Services PMI,50.9,-1,52.9,53.9
 ,5:50pm,EUR,low,French Final Services PMI,56.3,-1,57.0,57.0
 ,5:55pm,EUR,low,German Final Services PMI,52.2,1,51.2,51.2
 ,6:00pm,EUR,low,Final Services PMI,52.5,0,52.3,52.3
 ,6:30pm,GBP,high,Services PMI,54.5,-1,56.6,56.8
 ,7:00pm,EUR,medium,Retail Sales m/m,0.0%,-1,0.4%,-0.5%
 ,9:30pm,USD,low,Challenger Job Cuts y/y,-70.4%,0,,-72.9%
 ,10:15pm,USD,high,ADP Non-Farm Employment Change,-22K,1,-31K,-61K
 ThuFeb 4 ,12:00am,USD,high,ISM Non-Manufacturing PMI,50.5,-1,51.1,50.1
 ,,USD,low,Treasury Sec Geithner Speaks,,0,,
 ,12:30am,USD,medium,Crude Oil Inventories,2.3M,0,0.4M,-3.9M
 ,2:00am,USD,medium,FOMC Member Warsh Speaks,,0,,
 ,6:45am,NZD,high,Employment Change q/q,-0.1%,0,-0.1%,-0.8%
 ,,NZD,high,Unemployment Rate,7.3%,-1,6.8%,6.5%
 ,,NZD,low,Visitor Arrivals m/m,8.5%,0,,-4.7%
 ,9:30am,AUD,high,Building Approvals m/m,2.2%,1,-0.2%,10.4%
 ,,AUD,high,Retail Sales m/m,-0.7%,-1,0.3%,1.5%
 ,4:15pm,CHF,medium,Trade Balance,1.36B,-1,2.33B,1.98B
 ,5:00pm,CHF,high,Foreign Currency Reserves,94B,0,,95B
 ,6:00pm,GBP,high,Halifax HPI m/m,0.6%,-1,0.9%,0.8%
 ,7:02pm,EUR,medium,French 10-y Bond Auction,3.58|1.7,0,,3.60|1.7
 ,8:00pm,EUR,medium,German Factory Orders m/m,-2.3%,-1,0.2%,2.7%
 ,9:00pm,GBP,high,Asset Purchase Facility,200B,0,200B,200B
 ,,GBP,high,MPC Rate Statement,,0,,
 ,,GBP,high,Official Bank Rate,0.50%,0,0.50%,0.50%
 ,9:45pm,EUR,high,Main Refinancing Rate,1.00%,0,1.00%,1.00%
 ,10:30pm,CAD,high,Building Permits m/m,2.4%,-1,2.7%,-3.2%
 ,,EUR,high,ECB Press Conference,,0,,
 ,,USD,high,Unemployment Claims,480K,-1,461K,472K
 ,,USD,medium,Prelim Nonfarm Productivity q/q,6.2%,-1,5.7%,8.1%
 ,,USD,medium,Prelim Unit Labor Costs q/q,-4.4%,-1,-2.3%,-2.5%
 FriFeb 5 ,12:00am,CAD,high,Ivey PMI,50.8,-1,52.3,48.4
 ,,USD,medium,Factory Orders m/m,1.0%,1,0.7%,1.0%
 ,,USD,low,Treasury Sec Geithner Speaks,,0,,
 ,12:30am,USD,low,Natural Gas Storage,-115B,0,-123B,-86B
 ,3:45am,CAD,medium,BOC Gov Carney Speaks,,0,,
 ,4:00am,USD,high,FOMC Member Hoenig Speaks,,0,,
 ,7:30am,AUD,low,AIG Construction Index,57.7,0,,49.3
 ,9:30am,AUD,high,RBA Monetary Policy Statement,,0,,
 ,2:00pm,JPY,low,Leading Indicators,94.0%,0,93.7%,91.0%
 ,4:45pm,EUR,low,French Gov Budget Balance,-138.0B,0,,-143.3B
 ,,EUR,low,French Trade Balance,-4.3B,-1,-3.9B,-5.0B
 ,6:30pm,GBP,high,PPI Input m/m,2.0%,1,0.7%,0.6%
 ,,GBP,low,PPI Output m/m,0.4%,0,0.3%,0.5%
 ,7:00pm,EUR,low,Italian Prelim CPI m/m,0.1%,-1,0.3%,0.2%
 ,8:00pm,EUR,medium,German Industrial Production m/m,-2.6%,-1,0.6%,0.7%
 ,9:00pm,CAD,high,Employment Change,43.0K,1,15.2K,-2.6K
 ,,CAD,high,Unemployment Rate,8.3%,1,8.5%,8.5%
 ,10:30pm,USD,high,Non-Farm Employment Change,-20K,-1,10K,-150K
 ,,USD,high,Unemployment Rate,9.7%,1,10.0%,10.0%
 ,,USD,medium,Average Hourly Earnings m/m,0.2%,0,0.2%,0.2%
 SatFeb 6 ,Day 1,All,medium,G7 Meetings,,0,,
 ,5:00am,USD,low,Consumer Credit m/m,-1.7B,1,-9.2B,-21.8B
 ,7:15am,USD,medium,FOMC Member Bullard Speaks,,0,,
 SunFeb 7 ,Day 2,All,high,G7 Meetings,,0,,
 ,3:15am,USD,high,Treasury Sec Geithner Speaks,,0,,
 MonFeb 8 ,8:50am,JPY,low,Bank Lending y/y,-1.5%,0,,-1.0%
 ,,JPY,low,Current Account,1.10T,-1,1.27T,1.30T
 ,,JPY,low,M2 Money Stock y/y,2.9%,-1,3.0%,3.1%
 ,2:00pm,JPY,low,Economy Watchers Sentiment,38.8,1,35.9,35.4
 ,3:45pm,CHF,low,Unemployment Rate,4.1%,1,4.3%,4.2%
 ,5:15pm,CHF,high,Retail Sales y/y,4.7%,1,1.3%,-0.1%
 ,6:30pm,EUR,low,Sentix Investor Confidence,-8.2,-1,-2.3,-3.7
 ,10:15pm,CAD,high,Housing Starts,186K,1,180K,176K
 TueFeb 9 ,3:00am,CAD,medium,Gov Council Member Duguay Speaks,,0,,
 ,7:00am,EUR,medium,ECB President Trichet Speaks,,0,,
 ,9:01am,GBP,medium,BRC Retail Sales Monitor y/y,-0.7%,0,,4.2%
 ,,GBP,medium,RICS House Price Balance,32%,1,28%,30%
 ,12:45pm,JPY,low,30-y Bond Auction,2.31|3.9,0,,2.21|3.5
 ,3:00pm,JPY,low,Prelim Machine Tool Orders y/y,192.0%,0,,63.4%
 ,4:00pm,EUR,low,German Final CPI m/m,-0.6%,0,-0.6%,-0.6%
 ,,EUR,low,German Trade Balance,16.7B,1,14.8B,17.0B
 ,6:30pm,GBP,medium,Goods Trade Balance,-7.3B,-1,-6.6B,-6.8B
 ,9:30pm,USD,low,NFIB Small Business Index,89.3,0,,88.0
 WedFeb 10 ,12:00am,USD,low,Final Wholesale Inventories m/m,-0.8%,1,0.5%,1.6%
 ,,USD,low,IBD/TIPP Economic Optimism,46.8,-1,49.3,48.8
 ,,USD,low,JOLTS Job Openings,2.50M,0,,2.43M
 ,8:30am,AUD,medium,Westpac Consumer Sentiment,-2.6%,0,,5.6%
 ,8:50am,JPY,medium,Core Machinery Orders m/m,20.1%,1,8.1%,-11.3%
 ,,JPY,low,PPI y/y,-2.1%,1,-2.3%,-3.9%
 ,9:30am,AUD,high,Home Loans m/m,-5.5%,-1,-4.8%,-6.1%
 ,12:30pm,CNY,high,USD-Denominated Trade Balance,14.2B,-1,20.2B,18.4B
 ,4:45pm,EUR,medium,French Industrial Production m/m,-0.1%,-1,0.6%,0.6%
 ,6:00pm,EUR,low,Italian Industrial Production m/m,-0.7%,-1,0.0%,0.4%
 ,6:30pm,GBP,high,Manufacturing Production m/m,0.9%,1,0.4%,0.2%
 ,,GBP,low,Industrial Production m/m,0.5%,1,0.2%,0.4%
 ,7:06pm,EUR,medium,German 10-y Bond Auction,3.22|1.7,0,,3.38|1.6
 ,7:30pm,GBP,high,BOE Gov King Speaks,,0,,
 ,,GBP,high,BOE Inflation Report,,0,,
 ,10:30pm,CAD,high,Trade Balance,-0.2B,0,-0.1B,-0.2B
 ,,USD,high,Trade Balance,-40.2B,-1,-35.8B,-36.4B
 ThuFeb 11 ,12:00am,GBP,medium,NIESR GDP Estimate,0.4%,0,,0.1%
 ,,USD,high,Fed Chairman Bernanke Testifies,,0,,
 ,3:00am,USD,medium,10-y Bond Auction,3.69|2.7,0,,3.75|3.0
 ,6:36am,NZD,low,Business NZ Manufacturing Index,52.0,0,,53.0
 ,6:49am,NZD,low,FPI m/m,2.1%,0,,-0.3%
 ,9:00am,AUD,medium,MI Inflation Expectations,3.2%,0,,3.5%
 ,All Day,JPY,holiday,Bank Holiday,,0,,
 ,9:30am,AUD,high,Employment Change,52.7K,1,15.1K,37.5K
 ,,AUD,high,Unemployment Rate,5.3%,1,5.6%,5.5%
 ,11:02am,CNY,medium,CPI y/y,1.5%,-1,2.2%,1.9%
 ,,CNY,medium,PPI y/y,4.3%,1,3.9%,1.7%
 ,11:07am,CNY,medium,New Loans,1390B,0,,380B
 ,,CNY,low,M2 Money Supply y/y,26.0%,-1,26.3%,27.7%
 ,4:00pm,EUR,low,German WPI m/m,1.3%,1,0.1%,0.2%
